date,location,category,channel,product_name,quantity,unit_price,revenue
2024-01-22,Seattle,Sports & Outdoors,Marketplace,Dumbbell Set,9,144.99,1304.91
2024-08-11,Seattle,Grocery,Wholesale,Granola Bars,15,15.25,228.75
2024-10-08,San Francisco,Sports & Outdoors,In-Store,Soccer Ball,11,162.91,1792.01
2024-02-12,Houston,Home & Garden,Online,Throw Pillow,10,108.71,1087.1
2026-05-24,Chicago,Apparel,Online,Leather Belt,12,52.86,634.32
2025-09-16,Austin,Sports & Outdoors,In-Store,Soccer Ball,16,115.37,1845.92
2025-02-01,Houston,Grocery,In-Store,Pasta,10,15.13,151.3
2024-02-06,San Francisco,Apparel,In-Store,Leather Belt,17,30.5,518.5
2024-02-27,Austin,Apparel,Online,Wool Sweater,14,19.62,274.68
2025-02-19,Houston,Grocery,Online,Granola Bars,1,11.26,11.26
2026-01-14,Boston,Electronics,Online,Smartphone Case,9,319.99,2879.91
2026-04-21,Chicago,Toys,Online,Stuffed Bear,8,59.71,477.68
2024-09-09,Miami,Books,Online,Graphic Novel,11,33.1,364.1
2024-11-16,Atlanta,Electronics,Wholesale,Portable SSD,3,160.83,482.49
2024-10-21,Boston,Books,Online,History Book,1,22.13,22.13
2025-12-05,Atlanta,Beauty,In-Store,Nail Polish,17,15.19,258.23
2026-07-29,Atlanta,Toys,Online,Puzzle 500pc,1,39.68,39.68
2025-09-06,Boston,Books,In-Store,Mystery Novel,3,18.44,55.32
2025-04-25,Miami,Home & Garden,Online,LED Desk Lamp,20,153.83,3076.6
2024-10-15,Chicago,Books,Marketplace,Biography,12,27.83,333.96
2026-06-30,Los Angeles,Grocery,Wholesale,Sparkling Water,15,7.81,117.15
2024-10-20,Seattle,Electronics,Online,Portable SSD,3,159.52,478.56
2026-04-04,Houston,Toys,Online,Card Game,14,16.22,227.08
2025-02-03,Miami,Electronics,Online,USB-C Charger,18,165.93,2986.74
2024-05-24,San Francisco,Beauty,Wholesale,Hair Dryer,20,5.61,112.2
2024-10-17,San Francisco,Electronics,Online,Wireless Earbuds,4,333.85,1335.4
2025-07-30,Boston,Electronics,Marketplace,Wireless Earbuds,13,139.23,1809.99
2024-03-22,Denver,Apparel,Online,Rain Jacket,13,39.68,515.84
2024-08-12,Boston,Electronics,Online,Bluetooth Speaker,20,228.81,4576.2
2024-01-29,Denver,Sports & Outdoors,Online,Sleeping Bag,12,109.38,1312.56
2026-01-04,New York,Beauty,Marketplace,Makeup Brush Set,19,28.94,549.86
2025-04-20,Phoenix,Electronics,Marketplace,Wireless Earbuds,12,240.08,2880.96
2026-04-16,San Francisco,Grocery,In-Store,Dark Chocolate,11,7.33,80.63
2024-02-25,New York,Beauty,In-Store,Moisturizer,10,21.09,210.9
2026-07-06,New York,Sports & Outdoors,In-Store,Water Bottle,9,16.55,148.95
2026-07-08,Phoenix,Apparel,Online,Graphic Hoodie,18,42.95,773.1
2025-03-13,Chicago,Beauty,Online,Lip Balm,12,36.89,442.68
2025-12-07,Houston,Electronics,In-Store,Laptop Stand,19,155.52,2954.88
2025-06-11,Miami,Home & Garden,In-Store,Cutting Board,11,58.7,645.7
2025-03-01,Phoenix,Home & Garden,In-Store,Patio Chair,15,29.24,438.6
2024-08-06,Chicago,Sports & Outdoors,Marketplace,Resistance Bands,15,41.12,616.8
2025-07-23,Atlanta,Books,Online,Cookbook,17,13.17,223.89
2026-08-12,Houston,Grocery,In-Store,Green Tea,18,21.54,387.72
2026-03-28,New York,Home & Garden,Online,Patio Chair,9,60.34,543.06
2025-12-06,Austin,Electronics,Online,Bluetooth Speaker,4,125.94,503.76
2025-10-06,Houston,Toys,Online,Building Blocks,2,66.99,133.98
2026-03-23,Phoenix,Beauty,In-Store,Sunscreen SPF50,16,51.55,824.8
2024-10-20,San Francisco,Apparel,In-Store,Wool Sweater,20,61.18,1223.6
2024-03-08,Boston,Toys,In-Store,Art Set,13,50.4,655.2
2025-04-07,Phoenix,Apparel,Online,Cotton T-Shirt,11,68.83,757.13
2026-08-28,New York,Beauty,Online,Face Mask,14,15.23,213.22
2024-02-22,Phoenix,Apparel,In-Store,Denim Jeans,1,16.32,16.32
2025-10-22,San Francisco,Beauty,Online,Perfume,8,7.61,60.88
2025-12-13,Boston,Toys,Online,Action Figure,15,60.79,911.85
2024-06-01,Seattle,Beauty,Online,Shampoo,8,11.67,93.36
2024-07-05,Houston,Books,In-Store,Self-Help Guide,4,24.51,98.04
2025-01-08,Atlanta,Toys,Marketplace,Building Blocks,5,41.94,209.7
2024-10-19,Atlanta,Home & Garden,Marketplace,Candle Set,6,146.64,879.84
2024-01-16,Atlanta,Apparel,Online,Wool Sweater,5,30.24,151.2
2026-08-19,Austin,Beauty,In-Store,Face Mask,17,21.52,365.84
2024-06-27,Atlanta,Beauty,In-Store,Hair Dryer,7,11.33,79.31
2025-01-24,Los Angeles,Electronics,Online,Wireless Mouse,9,64.52,580.68
2025-05-29,Denver,Toys,Wholesale,Play Kitchen,18,29.71,534.78
2025-08-15,Denver,Apparel,Online,Yoga Pants,14,70.57,987.98
2024-09-21,Austin,Home & Garden,Online,Patio Chair,6,22.59,135.54
2025-03-04,Phoenix,Home & Garden,In-Store,Storage Bin,15,126.89,1903.35
2024-04-09,Boston,Beauty,Marketplace,Moisturizer,3,56.93,170.79
2026-08-13,Atlanta,Electronics,In-Store,Portable SSD,16,195.55,3128.8
2024-09-14,Los Angeles,Beauty,In-Store,Sunscreen SPF50,10,23.63,236.3
2024-08-21,Atlanta,Sports & Outdoors,In-Store,Resistance Bands,5,72.44,362.2
2025-07-06,New York,Grocery,Online,Honey,2,14.69,29.38
2025-12-05,Boston,Books,Marketplace,Graphic Novel,2,33.31,66.62
2024-12-29,San Francisco,Electronics,Online,Portable SSD,4,262.84,1051.36
2024-10-10,Los Angeles,Books,Online,Biography,13,27.3,354.9
2024-04-17,Boston,Grocery,Online,Organic Coffee,18,5.3,95.4
2024-07-09,Boston,Beauty,Online,Nail Polish,4,6.99,27.96
2026-05-29,Phoenix,Toys,Online,Puzzle 500pc,9,51.48,463.32
2025-10-20,Austin,Apparel,Wholesale,Wool Sweater,14,60.51,847.14
2025-07-05,Atlanta,Apparel,In-Store,Leather Belt,8,23.0,184.0
2024-03-09,Seattle,Toys,Online,Play Kitchen,6,46.93,281.58
2024-10-28,New York,Toys,Online,Toy Drone,8,56.81,454.48
2024-05-09,Seattle,Sports & Outdoors,Wholesale,Fishing Rod,4,26.73,106.92
2025-05-09,Phoenix,Home & Garden,Online,Area Rug,3,112.63,337.89
2025-05-24,Seattle,Beauty,Online,Facial Cleanser,12,11.45,137.4
2025-07-31,Los Angeles,Sports & Outdoors,In-Store,Dumbbell Set,12,80.64,967.68
2025-01-03,San Francisco,Toys,Online,Stuffed Bear,4,70.65,282.6
2024-02-11,Los Angeles,Home & Garden,Marketplace,Storage Bin,6,174.6,1047.6
2024-02-04,Miami,Books,Marketplace,Graphic Novel,16,34.16,546.56
2024-07-23,Chicago,Books,In-Store,Children's Picture Book,15,7.64,114.6
2026-03-26,New York,Beauty,Marketplace,Lip Balm,5,58.42,292.1
2025-05-15,Atlanta,Sports & Outdoors,In-Store,Resistance Bands,13,181.53,2359.89
2025-10-16,Atlanta,Electronics,Online,Portable SSD,19,333.31,6332.89
2024-11-25,Los Angeles,Apparel,Marketplace,Running Shoes,8,18.64,149.12
2026-02-25,Houston,Sports & Outdoors,Online,Dumbbell Set,4,84.37,337.48
2024-07-31,Houston,Electronics,Online,Portable SSD,6,285.86,1715.16
2024-07-26,Denver,Books,Online,Poetry Collection,9,32.97,296.73
2025-04-05,New York,Apparel,In-Store,Running Shoes,5,27.74,138.7
2025-05-09,New York,Apparel,Online,Leather Belt,10,52.79,527.9
2026-03-27,Denver,Apparel,In-Store,Ankle Socks,4,61.98,247.92
2024-02-10,Boston,Beauty,Online,Facial Cleanser,3,21.88,65.64
2025-12-27,Austin,Electronics,In-Store,4K Monitor,8,190.53,1524.24
2024-08-01,Seattle,Home & Garden,In-Store,Candle Set,9,28.91,260.19
2025-08-21,New York,Home & Garden,Online,Area Rug,20,27.63,552.6
2025-10-01,Houston,Sports & Outdoors,Online,Yoga Mat,4,35.72,142.88
2024-07-04,Boston,Sports & Outdoors,In-Store,Dumbbell Set,3,203.08,609.24
2025-05-14,San Francisco,Toys,In-Store,Art Set,7,36.67,256.69
2024-07-13,Houston,Home & Garden,In-Store,Patio Chair,6,165.58,993.48
2024-12-08,Denver,Grocery,Marketplace,Honey,20,13.11,262.2
2024-03-15,Miami,Grocery,In-Store,Dark Chocolate,10,13.2,132.0
2026-06-15,Phoenix,Beauty,In-Store,Face Mask,9,46.31,416.79
2026-08-20,Boston,Home & Garden,Marketplace,Garden Hose,13,171.0,2223.0
2026-09-02,Boston,Electronics,In-Store,Bluetooth Speaker,10,96.63,966.3
2025-08-19,Boston,Sports & Outdoors,In-Store,Hiking Backpack,1,66.23,66.23
2026-01-09,Atlanta,Electronics,Marketplace,Wireless Mouse,20,272.26,5445.2
2025-01-27,Austin,Sports & Outdoors,Online,Camping Tent,5,115.32,576.6
2026-06-13,Los Angeles,Sports & Outdoors,Marketplace,Bike Helmet,1,145.42,145.42
2024-03-06,Seattle,Home & Garden,Online,Wall Clock,10,42.56,425.6
2024-03-02,Austin,Home & Garden,Marketplace,LED Desk Lamp,19,14.49,275.31
2026-08-13,Houston,Books,In-Store,Graphic Novel,13,39.36,511.68
2026-05-02,Austin,Electronics,In-Store,Mechanical Keyboard,5,198.69,993.45
2025-09-17,Austin,Electronics,In-Store,Wireless Earbuds,6,126.33,757.98
2024-03-22,Los Angeles,Grocery,Online,Pasta,6,10.87,65.22
2025-02-25,San Francisco,Beauty,Online,Lip Balm,10,40.41,404.1
2024-07-29,Seattle,Books,Wholesale,Biography,18,14.05,252.9
2026-03-24,Los Angeles,Sports & Outdoors,In-Store,Hiking Backpack,8,52.28,418.24
2024-07-15,Seattle,Home & Garden,Online,Cutting Board,20,172.54,3450.8
2026-05-29,Chicago,Books,Marketplace,Self-Help Guide,18,38.77,697.86
2024-12-28,San Francisco,Electronics,Wholesale,Bluetooth Speaker,2,161.38,322.76
2024-09-01,Los Angeles,Home & Garden,In-Store,Ceramic Planter,17,80.86,1374.62
2024-10-16,Phoenix,Home & Garden,Online,LED Desk Lamp,13,64.22,834.86
2025-04-29,New York,Grocery,In-Store,Dark Chocolate,11,5.82,64.02
2024-03-19,Phoenix,Home & Garden,Online,Ceramic Planter,17,123.07,2092.19
2025-03-02,Chicago,Beauty,Online,Moisturizer,12,22.71,272.52
2024-01-04,Austin,Beauty,Online,Hair Dryer,15,12.38,185.7
2024-12-30,New York,Electronics,Wholesale,Laptop Stand,17,29.87,507.79
2024-11-29,Chicago,Toys,In-Store,Stuffed Bear,6,23.91,143.46
2025-08-30,Chicago,Sports & Outdoors,Online,Water Bottle,6,125.63,753.78
2026-02-25,Miami,Books,Online,Self-Help Guide,13,9.12,118.56
2024-12-18,New York,Electronics,In-Store,Bluetooth Speaker,10,241.75,2417.5
2025-09-30,Atlanta,Electronics,In-Store,Smart Watch,12,101.75,1221.0
2026-06-14,Boston,Apparel,In-Store,Yoga Pants,12,43.27,519.24
2026-02-20,San Francisco,Apparel,Marketplace,Ankle Socks,16,24.08,385.28
2025-12-23,Denver,Books,Online,History Book,1,32.56,32.56
2024-11-16,Atlanta,Grocery,Marketplace,Green Tea,16,17.74,283.84
2024-02-09,Miami,Beauty,In-Store,Shampoo,7,51.81,362.67
2025-10-25,Houston,Toys,Online,Board Game,5,37.58,187.9
2026-04-17,Seattle,Home & Garden,In-Store,Area Rug,4,167.66,670.64
2024-02-18,Atlanta,Toys,In-Store,Building Blocks,12,10.22,122.64
2025-04-02,Denver,Home & Garden,Wholesale,Patio Chair,2,161.33,322.66
2025-04-15,Miami,Grocery,Online,Almond Butter,18,3.21,57.78
2024-05-24,Houston,Home & Garden,Online,Area Rug,14,85.16,1192.24
2024-02-02,Miami,Electronics,In-Store,Laptop Stand,19,50.52,959.88
2026-01-21,Denver,Sports & Outdoors,Marketplace,Yoga Mat,8,108.66,869.28
2024-06-02,Houston,Home & Garden,In-Store,Candle Set,2,17.62,35.24
2025-10-12,Austin,Books,Marketplace,Self-Help Guide,8,32.9,263.2
2024-09-13,Austin,Sports & Outdoors,In-Store,Bike Helmet,19,69.86,1327.34
2024-09-14,Houston,Apparel,In-Store,Rain Jacket,11,59.89,658.79
2026-02-23,Denver,Beauty,Online,Moisturizer,17,35.71,607.07
2025-09-01,Chicago,Toys,Wholesale,Building Blocks,9,67.47,607.23
2026-05-11,Seattle,Beauty,In-Store,Facial Cleanser,2,25.97,51.94
2025-01-29,New York,Sports & Outdoors,Online,Sleeping Bag,7,175.73,1230.11
2025-04-13,Boston,Books,Wholesale,Travel Guide,6,11.83,70.98
2024-02-26,Chicago,Sports & Outdoors,Wholesale,Soccer Ball,2,53.93,107.86
2025-05-02,New York,Books,In-Store,Biography,12,33.43,401.16
2026-05-20,Seattle,Electronics,Marketplace,Smartphone Case,2,173.12,346.24
2024-03-28,Denver,Electronics,In-Store,Smartphone Case,15,200.63,3009.45
2025-08-20,Seattle,Home & Garden,Online,LED Desk Lamp,10,144.44,1444.4
2026-08-31,Miami,Electronics,In-Store,Bluetooth Speaker,19,310.71,5903.49
2024-03-08,New York,Grocery,Online,Almond Butter,20,14.96,299.2
2026-08-10,Miami,Toys,Marketplace,Art Set,10,23.28,232.8
2024-07-17,Atlanta,Books,Online,Cookbook,11,28.55,314.05
2024-04-09,Chicago,Toys,Marketplace,Card Game,9,38.19,343.71
2026-06-06,New York,Grocery,Online,Pasta,17,13.58,230.86
2024-10-01,Los Angeles,Sports & Outdoors,Online,Sleeping Bag,3,180.93,542.79
2024-05-03,Denver,Electronics,Online,Mechanical Keyboard,10,295.14,2951.4
2025-08-10,Houston,Apparel,Online,Running Shoes,15,27.91,418.65
2026-09-01,Chicago,Toys,Online,Toy Drone,10,69.61,696.1
2026-01-09,Seattle,Sports & Outdoors,In-Store,Sleeping Bag,7,205.08,1435.56
2024-11-14,New York,Sports & Outdoors,In-Store,Camping Tent,12,100.55,1206.6
2025-04-05,Seattle,Apparel,Online,Leather Belt,20,34.27,685.4
2024-12-06,San Francisco,Books,In-Store,Poetry Collection,8,10.35,82.8
2024-03-27,Boston,Grocery,Wholesale,Sparkling Water,6,11.86,71.16
2024-07-22,New York,Grocery,Wholesale,Honey,16,20.36,325.76
2024-03-02,Atlanta,Grocery,Wholesale,Dark Chocolate,13,23.58,306.54
2026-09-05,Atlanta,Toys,In-Store,Stuffed Bear,8,34.3,274.4
2025-06-24,San Francisco,Beauty,Online,Moisturizer,11,14.67,161.37
2026-02-02,Boston,Grocery,In-Store,Granola Bars,12,6.99,83.88
2025-03-11,Los Angeles,Home & Garden,In-Store,Patio Chair,14,154.69,2165.66
2024-01-17,Chicago,Toys,Marketplace,Puzzle 500pc,16,25.01,400.16
2025-10-27,Atlanta,Grocery,Wholesale,Dark Chocolate,9,17.32,155.88
2024-12-01,Phoenix,Sports & Outdoors,Online,Sleeping Bag,6,86.5,519.0
2026-09-03,Phoenix,Home & Garden,In-Store,Candle Set,2,148.45,296.9
2024-11-23,Houston,Sports & Outdoors,Wholesale,Bike Helmet,9,191.04,1719.36
2024-04-05,Miami,Books,In-Store,Travel Guide,8,13.92,111.36
2025-02-06,New York,Grocery,In-Store,Green Tea,7,14.0,98.0
2025-07-11,Boston,Books,In-Store,Self-Help Guide,14,30.65,429.1
2026-01-09,Los Angeles,Grocery,In-Store,Trail Mix,15,23.89,358.35
2026-03-01,New York,Sports & Outdoors,In-Store,Water Bottle,5,58.7,293.5
2025-11-25,Boston,Home & Garden,Marketplace,Storage Bin,6,37.48,224.88
2026-05-18,Chicago,Grocery,Online,Trail Mix,7,21.53,150.71
2025-07-22,San Francisco,Electronics,In-Store,Wireless Mouse,14,192.26,2691.64
2026-06-10,San Francisco,Apparel,Online,Ankle Socks,16,46.77,748.32
2025-09-30,Seattle,Beauty,In-Store,Makeup Brush Set,14,9.64,134.96
2025-10-23,Seattle,Electronics,In-Store,Bluetooth Speaker,3,23.2,69.6
2024-12-31,Denver,Sports & Outdoors,Marketplace,Yoga Mat,10,190.33,1903.3
2026-06-24,Phoenix,Electronics,In-Store,Wireless Earbuds,18,177.63,3197.34
2026-07-02,Denver,Electronics,Online,Portable SSD,4,146.88,587.52
2024-06-30,Chicago,Home & Garden,Online,Throw Pillow,2,17.71,35.42
2024-10-31,Seattle,Grocery,Online,Olive Oil,12,6.94,83.28
2025-02-05,Denver,Sports & Outdoors,Online,Water Bottle,13,148.22,1926.86
2025-03-22,Los Angeles,Electronics,Marketplace,Wireless Earbuds,12,54.43,653.16
2026-06-14,Chicago,Electronics,In-Store,Wireless Mouse,19,236.07,4485.33
2025-06-11,Miami,Grocery,Marketplace,Almond Butter,2,24.6,49.2
2025-01-18,Seattle,Sports & Outdoors,In-Store,Fishing Rod,3,187.39,562.17
2026-06-11,Austin,Electronics,Wholesale,Wireless Mouse,12,146.31,1755.72
2024-04-01,San Francisco,Sports & Outdoors,In-Store,Dumbbell Set,3,202.29,606.87
2026-02-04,Chicago,Beauty,Online,Nail Polish,3,49.68,149.04
2025-08-10,Denver,Apparel,Marketplace,Cotton T-Shirt,11,84.01,924.11
2024-09-23,New York,Electronics,Online,4K Monitor,9,259.7,2337.3
2025-07-31,Los Angeles,Apparel,Marketplace,Graphic Hoodie,15,44.8,672.0
2026-08-08,New York,Sports & Outdoors,In-Store,Bike Helmet,7,157.96,1105.72
2025-11-27,Seattle,Electronics,Online,Wireless Earbuds,14,246.12,3445.68
2026-05-22,Austin,Home & Garden,Marketplace,Garden Hose,8,176.8,1414.4
2025-05-03,Chicago,Books,Online,Graphic Novel,7,24.75,173.25
2024-02-02,Seattle,Grocery,In-Store,Dark Chocolate,16,5.58,89.28
2026-07-01,Phoenix,Electronics,Online,Mechanical Keyboard,18,290.98,5237.64
2024-08-25,Miami,Beauty,Online,Lip Balm,19,48.87,928.53
2026-05-22,Austin,Apparel,Marketplace,Baseball Cap,18,94.79,1706.22
2025-04-08,San Francisco,Books,Online,Mystery Novel,13,23.59,306.67
2026-05-21,Phoenix,Sports & Outdoors,Marketplace,Bike Helmet,13,94.68,1230.84
2024-11-28,Chicago,Apparel,Online,Rain Jacket,11,34.82,383.02
2026-04-30,Atlanta,Toys,In-Store,Action Figure,5,72.53,362.65
2025-02-14,Houston,Toys,Marketplace,Board Game,18,81.06,1459.08
2024-08-21,San Francisco,Toys,In-Store,Toy Drone,9,8.39,75.51
2025-08-22,San Francisco,Beauty,In-Store,Moisturizer,11,35.49,390.39
2024-07-15,Seattle,Sports & Outdoors,Online,Fishing Rod,12,149.45,1793.4
2024-11-30,Chicago,Books,Wholesale,History Book,19,10.35,196.65
2025-05-30,Boston,Toys,In-Store,Building Blocks,14,16.53,231.42
2025-05-03,Boston,Toys,Online,Stuffed Bear,19,9.58,182.02
2026-02-15,Atlanta,Toys,Wholesale,Play Kitchen,9,18.95,170.55
2025-08-22,Phoenix,Toys,In-Store,Remote Control Car,15,19.56,293.4
2026-02-25,Denver,Grocery,In-Store,Olive Oil,6,6.45,38.7
2024-01-18,New York,Electronics,In-Store,Laptop Stand,8,89.68,717.44
2024-07-31,San Francisco,Beauty,In-Store,Lip Balm,12,43.07,516.84
2024-02-29,Houston,Grocery,Wholesale,Honey,4,3.57,14.28
2025-06-09,Denver,Sports & Outdoors,Online,Bike Helmet,12,94.31,1131.72
2026-04-13,Miami,Toys,Wholesale,Art Set,8,63.06,504.48
2024-06-22,San Francisco,Sports & Outdoors,In-Store,Bike Helmet,10,165.24,1652.4
2026-07-27,Atlanta,Home & Garden,In-Store,Area Rug,6,43.75,262.5
2024-10-05,Los Angeles,Grocery,Marketplace,Honey,8,20.49,163.92
2025-09-23,Chicago,Sports & Outdoors,Online,Resistance Bands,6,177.59,1065.54
2026-07-19,Boston,Sports & Outdoors,Marketplace,Soccer Ball,14,120.7,1689.8
2026-06-26,New York,Beauty,Online,Face Mask,1,25.05,25.05
2026-06-11,Chicago,Electronics,In-Store,USB-C Charger,20,331.47,6629.4
2026-09-02,Miami,Grocery,In-Store,Dark Chocolate,4,17.93,71.72
2026-05-02,Seattle,Beauty,In-Store,Nail Polish,5,22.03,110.15
2026-01-12,Los Angeles,Home & Garden,In-Store,Wall Clock,10,136.89,1368.9
2025-07-05,Atlanta,Toys,Online,Board Game,20,82.92,1658.4
2026-01-11,New York,Beauty,Wholesale,Hair Dryer,10,28.95,289.5
2025-01-28,Los Angeles,Books,Online,Biography,11,39.62,435.82
2024-08-12,Miami,Home & Garden,Online,Candle Set,5,71.05,355.25
2026-06-04,Los Angeles,Electronics,Online,Smartphone Case,7,347.01,2429.07
2025-10-26,Boston,Electronics,Online,4K Monitor,16,282.42,4518.72
2025-06-24,New York,Sports & Outdoors,Online,Soccer Ball,7,157.2,1100.4
2024-02-22,New York,Beauty,Online,Hair Dryer,20,7.11,142.2
2024-12-02,Denver,Sports & Outdoors,Online,Resistance Bands,6,175.94,1055.64
2025-07-23,New York,Toys,In-Store,Card Game,3,77.12,231.36
2026-01-28,Chicago,Books,Online,Children's Picture Book,12,28.58,342.96
2024-06-24,Houston,Electronics,Online,USB-C Charger,19,198.48,3771.12
2025-10-25,Seattle,Apparel,Marketplace,Baseball Cap,5,41.44,207.2
2025-08-11,Atlanta,Apparel,In-Store,Denim Jeans,6,64.85,389.1
2024-11-25,Miami,Sports & Outdoors,In-Store,Water Bottle,7,43.54,304.78
2025-01-14,Phoenix,Books,Online,Sci-Fi Novel,14,26.15,366.1
2025-03-22,Phoenix,Sports & Outdoors,Online,Bike Helmet,7,44.76,313.32
2026-09-02,Miami,Books,Marketplace,History Book,20,20.96,419.2
2024-10-17,Los Angeles,Grocery,Online,Olive Oil,4,20.59,82.36
2026-06-19,Los Angeles,Beauty,Marketplace,Hair Dryer,10,56.33,563.3
2026-05-15,Denver,Grocery,Wholesale,Honey,14,7.1,99.4
2026-07-24,Los Angeles,Grocery,In-Store,Green Tea,9,7.86,70.74
2024-08-19,San Francisco,Electronics,In-Store,Mechanical Keyboard,15,321.37,4820.55
2026-01-04,Houston,Electronics,Marketplace,Bluetooth Speaker,4,35.13,140.52
2024-11-06,Seattle,Books,Marketplace,Cookbook,19,31.02,589.38
2026-02-11,Los Angeles,Sports & Outdoors,In-Store,Soccer Ball,11,196.14,2157.54
2025-10-31,Seattle,Grocery,Marketplace,Honey,10,16.98,169.8
2024-04-05,San Francisco,Beauty,In-Store,Makeup Brush Set,5,50.63,253.15
2026-02-09,Phoenix,Books,In-Store,Biography,1,28.13,28.13
2025-07-22,New York,Toys,In-Store,Toy Drone,5,30.66,153.3
2024-01-14,Boston,Toys,In-Store,Remote Control Car,4,74.45,297.8
2024-02-08,Boston,Toys,Online,Card Game,18,61.08,1099.44
2026-07-14,Atlanta,Apparel,Online,Yoga Pants,7,24.53,171.71
2025-11-23,Houston,Apparel,Wholesale,Running Shoes,3,39.24,117.72
2025-12-01,Boston,Sports & Outdoors,Marketplace,Hiking Backpack,16,111.57,1785.12
2024-08-30,Phoenix,Beauty,Wholesale,Makeup Brush Set,14,30.51,427.14
2025-02-09,New York,Grocery,Online,Organic Coffee,5,2.72,13.6
2025-04-22,Atlanta,Sports & Outdoors,Marketplace,Camping Tent,16,178.37,2853.92
2025-12-28,Chicago,Apparel,Wholesale,Running Shoes,18,12.33,221.94
2026-05-23,Phoenix,Beauty,Marketplace,Lip Balm,4,25.35,101.4
2026-03-11,Chicago,Electronics,In-Store,Wireless Mouse,20,294.66,5893.2
2025-02-11,Houston,Toys,Marketplace,Action Figure,11,47.05,517.55
2026-06-08,Miami,Sports & Outdoors,Online,Resistance Bands,5,103.85,519.25
2024-08-10,Miami,Sports & Outdoors,Online,Resistance Bands,8,52.0,416.0
2024-02-22,Chicago,Sports & Outdoors,Wholesale,Fishing Rod,17,214.08,3639.36
2024-07-29,Los Angeles,Electronics,Wholesale,Wireless Earbuds,1,208.17,208.17
2026-02-11,Atlanta,Books,In-Store,Travel Guide,3,27.72,83.16
2025-12-18,Houston,Beauty,Wholesale,Makeup Brush Set,6,59.73,358.38
2026-08-04,Atlanta,Home & Garden,Online,Ceramic Planter,7,118.28,827.96
2026-03-08,Phoenix,Toys,Online,Board Game,8,72.57,580.56
2024-09-26,San Francisco,Beauty,Wholesale,Nail Polish,12,7.12,85.44
2025-10-29,New York,Toys,In-Store,Board Game,16,61.71,987.36
2025-11-18,New York,Sports & Outdoors,Online,Yoga Mat,19,10.73,203.87
2025-01-12,Houston,Books,In-Store,Poetry Collection,14,17.82,249.48
2024-06-25,Phoenix,Electronics,In-Store,4K Monitor,13,270.96,3522.48
2026-01-03,Seattle,Electronics,In-Store,USB-C Charger,19,127.19,2416.61
2026-06-03,Miami,Toys,Online,Board Game,6,57.1,342.6
2024-06-13,Atlanta,Apparel,Online,Running Shoes,17,82.71,1406.07
2024-03-22,Chicago,Apparel,In-Store,Wool Sweater,9,69.23,623.07
2025-03-28,Seattle,Apparel,Online,Baseball Cap,20,75.39,1507.8
2024-12-28,Miami,Sports & Outdoors,Online,Yoga Mat,12,207.56,2490.72
2026-01-04,Miami,Electronics,Wholesale,Wireless Mouse,14,47.2,660.8
2024-02-25,Miami,Sports & Outdoors,Online,Yoga Mat,12,14.3,171.6
2024-02-03,Seattle,Apparel,Wholesale,Leather Belt,19,22.81,433.39
2025-07-12,Chicago,Electronics,Marketplace,Wireless Mouse,15,319.97,4799.55
2026-06-14,Austin,Electronics,Online,Smart Watch,17,284.94,4843.98
2025-06-26,Denver,Home & Garden,Online,Wall Clock,7,16.17,113.19
2026-05-18,Seattle,Grocery,In-Store,Sparkling Water,6,21.61,129.66
2025-09-12,Los Angeles,Sports & Outdoors,Online,Resistance Bands,20,212.07,4241.4
2025-01-14,San Francisco,Home & Garden,Online,Wall Clock,12,178.35,2140.2
2025-05-16,Denver,Home & Garden,Marketplace,Candle Set,3,83.06,249.18
2026-03-25,Austin,Home & Garden,In-Store,Throw Pillow,10,15.27,152.7
2026-07-12,Atlanta,Books,Wholesale,Graphic Novel,15,13.28,199.2
2024-10-03,San Francisco,Sports & Outdoors,In-Store,Sleeping Bag,11,56.28,619.08
2025-12-12,Miami,Grocery,In-Store,Green Tea,13,13.36,173.68
2026-04-21,Seattle,Apparel,Online,Wool Sweater,8,43.38,347.04
2026-02-20,Phoenix,Grocery,Online,Almond Butter,7,9.4,65.8
2026-01-01,Austin,Books,Online,Sci-Fi Novel,3,11.6,34.8
2024-08-24,Phoenix,Sports & Outdoors,Online,Yoga Mat,3,152.72,458.16
2024-02-15,Chicago,Electronics,Marketplace,Bluetooth Speaker,12,136.98,1643.76
2024-05-21,Boston,Electronics,In-Store,Bluetooth Speaker,19,304.62,5787.78
2025-05-04,Seattle,Toys,In-Store,Art Set,9,12.42,111.78
2025-07-15,Denver,Beauty,Online,Lip Balm,18,48.13,866.34
2026-02-21,Phoenix,Electronics,In-Store,Mechanical Keyboard,2,146.65,293.3
2025-09-02,New York,Toys,Marketplace,Play Kitchen,13,74.82,972.66
2025-05-10,Phoenix,Beauty,In-Store,Shampoo,12,37.74,452.88
2024-11-01,Chicago,Toys,In-Store,Play Kitchen,8,18.62,148.96
2026-04-24,Los Angeles,Books,Wholesale,Cookbook,14,11.15,156.1
2024-02-21,Chicago,Books,Marketplace,Poetry Collection,1,25.02,25.02
2025-01-13,Phoenix,Books,In-Store,Graphic Novel,7,17.54,122.78
2024-03-29,Los Angeles,Sports & Outdoors,Online,Dumbbell Set,14,199.04,2786.56
2024-07-07,Los Angeles,Home & Garden,Marketplace,Candle Set,9,30.78,277.02
2026-07-06,Austin,Electronics,In-Store,Smart Watch,13,83.5,1085.5
